Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Customer_Name,City,State,Country,Customer_Segment,Order_ID,Order_Date,Order_Priority,Product_Category,Product_Sub_Category,Ship_Mode,Ship_Date
971.82,0.07,22,326.39,1.99,0.44,JIM MITCHUM,Mysore,Karnataka,India,CONSUMER,13440,13/10/2010,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,15/10/2010
292.96,0.09,3,-322.95,19.99,0.52,ERIN ASHBROOK,Mysore,Karnataka,India,CONSUMER,13479,4/12/2009,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,6/12/2009
2206.991,0.04,13,-1.63,5.26,0.56,ERIN ASHBROOK,Mysore,Karnataka,India,CONSUMER,13479,4/12/2009,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,5/12/2009
2703.37,0.09,18,-231.6,57.2,0.59,ALAN HWANG,Mysore,Karnataka,India,CORPORATE,13633,3/4/2012,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK,4/4/2012
1538.17,0.02,39,-1119.64,35,0.8,ALAN HWANG,Mysore,Karnataka,India,CORPORATE,13633,3/4/2012,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,4/4/2012
281.71,0.02,36,117.38,1.39,0.36,EDWARD BECKER,Mysore,Karnataka,India,HOME OFFICE,13735,21/5/2009,MEDIUM,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR,23/5/2009
37.3,0,7,5.03,0.71,0.52,ANDY YOTOV,Mysore,Karnataka,India,CORPORATE,13861,11/8/2010,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,11/8/2010
1446.97,0,47,531.47,1.99,0.5,FRANK HAWLEY,Mysore,Karnataka,India,HOME OFFICE,13892,27/4/2012,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,28/4/2012
711.1,0.08,36,241.08,2.99,0.36,EDWARD BECKER,Mysore,Karnataka,India,CORPORATE,14023,20/2/2010,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,22/2/2010
2480.9205,0.01,18,313.58,8.99,0.58,JIM RADFORD,Kolkatta,West Bengal,India,CORPORATE,1344,15/4/2012,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,19/4/2012
17.19,0,1,-35.34,1.99,0.49,ANTHONY JOHNSON,Mumbai,Maharashtra,India,SMALL BUSINESS,24097,4/8/2010,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,4/8/2010
498.16,0.03,48,40.61,5.12,0.4,EDWARD BECKER,Mysore,Karnataka,India,CORPORATE,14023,20/2/2010,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR,21/2/2010
3296.062,0.06,46,591.91,10.78,0.58,JIM MITCHUM,Mysore,Karnataka,India,CONSUMER,14115,14/8/2009,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,16/8/2009
158.78,0.04,24,-38.38,5.41,0.53,JIM MITCHUM,Mysore,Karnataka,India,CONSUMER,14115,14/8/2009,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,16/8/2009
351.49,0.03,8,107.32,2.99,0.35,THERESA COYNE,Mysore,Karnataka,India,HOME OFFICE,14147,7/3/2010,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,10/3/2010
74.13,0.08,16,-69.34,6.72,0.4,THERESA COYNE,Mysore,Karnataka,India,HOME OFFICE,14147,7/3/2010,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR,8/3/2010
195.03,0.09,45,-148.87,5.74,0.4,THERESA COYNE,Mysore,Karnataka,India,HOME OFFICE,14147,7/3/2010,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR,9/3/2010
3220.58,0.04,22,1046.69,13.99,0.38,FRANK HAWLEY,Mysore,Karnataka,India,HOME OFFICE,14211,12/2/2009,NOT SPECIFIED,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR,15/2/2009
2367.99,0.04,14,320.1,11.87,0.62,FRANK HAWLEY,Mysore,Karnataka,India,HOME OFFICE,14211,12/2/2009,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,14/2/2009
522.06,0.06,5,319.64,13.99,0.65,IVAN LISTON,Mysore,Karnataka,India,CONSUMER,14368,10/9/2011,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,11/9/2011
1218.08,0.1,37,99.79,8.99,0.56,IVAN LISTON,Mysore,Karnataka,India,CONSUMER,14368,10/9/2011,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,12/9/2011
199.12,0.01,24,73.33,0.96,0.43,DARREN POWERS,Mysore,Karnataka,India,CORPORATE,14596,10/1/2009,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,12/1/2009
2689.48,0.04,27,399.93,19.99,0.5,ANTHONY JOHNSON,Mumbai,Maharashtra,India,SMALL BUSINESS,24097,4/8/2010,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,6/8/2010
15.31,0.01,2,-8.15,4.86,0.38,ANTHONY JOHNSON,Mumbai,Maharashtra,India,SMALL BUSINESS,24097,4/8/2010,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR,6/8/2010
63.14,0.06,19,-53.75,3.97,0.56,DARREN POWERS,Mysore,Karnataka,India,CORPORATE,14596,10/1/2009,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,11/1/2009
268.94,0.02,39,-87.52,6.41,0.37,DARREN POWERS,Mysore,Karnataka,India,CORPORATE,14693,9/1/2011,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR,11/1/2011
847.82,0.05,38,-1348.5,45,0.61,DARREN POWERS,Mysore,Karnataka,India,CORPORATE,14693,9/1/2011,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DELIVERY TRUCK,11/1/2011
1992.45,0.05,40,-1609.92,54.11,0.69,ANTHONY WITT,Mysore,Karnataka,India,CORPORATE,14695,5/9/2012,HIGH,FURNITURE,BOOKCASES,DELIVERY TRUCK,6/9/2012
103.62,0.1,15,39.98,0.49,0.38,DAVID SMITH,Mysore,Karnataka,India,SMALL BUSINESS,14823,12/2/2009,LOW,OFFICE SUPPLIES,LABELS,REGULAR AIR,21/2/2009
124.84,0.08,20,10.56,1.56,0.52,DAVID SMITH,Mysore,Karnataka,India,SMALL BUSINESS,14823,12/2/2009,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,12/2/2009
633.13,0.05,10,-203.9,36.61,0.61,TED TREVINO,Mysore,Karnataka,India,CORPORATE,15014,10/2/2010,MEDIUM,FURNITURE,BOOKCASES,DELIVERY TRUCK,13/2/2010
10.33,0.04,3,-3.86,1.58,0.39,NARESJ PATEL,Mysore,Karnataka,India,SMALL BUSINESS,15972,9/8/2011,NOT SPECIFIED,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR,9/8/2011
14.39,0.07,2,-10.24,3.37,0.54,NARESJ PATEL,Mysore,Karnataka,India,SMALL BUSINESS,15972,9/8/2011,NOT SPECIFIED,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR,10/8/2011
6933.45,0.04,15,1200.21,49,0.38,RUBEN AUSMAN,Mysore,Karnataka,India,CORPORATE,16065,20/7/2010,HIGH,TECHNOLOGY,COPIERS AND FAX,DELIVERY TRUCK,20/7/2010
6583.913,0.09,43,1459.79,3.99,0.59,EUGENE BARCHAS,Mumbai,Maharashtra,India,CORPORATE,24128,23/11/2010,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,25/11/2010
270.63,0.1,13,7.07,8.32,0.39,EUGENE BARCHAS,Mumbai,Maharashtra,India,CORPORATE,24128,23/11/2010,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR,25/11/2010
54.99,0.06,14,8.07,1.3,0.37,RUBEN AUSMAN,Mysore,Karnataka,India,CORPORATE,16065,20/7/2010,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR,21/7/2010
42.21,0,9,18.21,0.99,0.36,ROY FRENCH,Mysore,Karnataka,India,CONSUMER,16096,19/1/2011,HIGH,OFFICE SUPPLIES,LABELS,EXPRESS AIR,20/1/2011
514.86,0.09,50,-53.18,4.5,0.59,LARRY HUGHES,Mysore,Karnataka,India,HOME OFFICE,16160,23/7/2011,CRITICAL,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR,24/7/2011
14521.39,0.03,44,5034.15,24.49,0.55,MAGDELENE MORSE,Mysore,Karnataka,India,HOME OFFICE,16196,20/10/2009,HIGH,FURNITURE,CHAIRS & CHAIRMATS,REGULAR AIR,22/10/2009
3925.9715,0.06,39,671.95,8.8,0.59,MAGDELENE MORSE,Mysore,Karnataka,India,HOME OFFICE,16196,20/10/2009,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,21/10/2009
894.64,0.01,31,-27.79,19.46,0.44,GARY HANSEN,Mysore,Karnataka,India,CONSUMER,16291,8/4/2011,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,9/4/2011
138.96,0.03,49,19.87,0.7,0.56,ALAN HWANG,Mysore,Karnataka,India,SMALL BUSINESS,16519,10/6/2011,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,12/6/2011
158.97,0.08,39,-30.27,2.99,0.37,ALAN HWANG,Mysore,Karnataka,India,SMALL BUSINESS,16519,10/6/2011,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,12/6/2011
3028.86,0.04,40,-2595.65,69,0.68,DAVID FLASHING,Delhi,Delhi,India,CONSUMER,16548,5/2/2012,NOT SPECIFIED,FURNITURE,TABLES,REGULAR AIR,7/2/2012
75.19,0.06,22,-59.12,3.97,0.58,DARREN BUDD,Mysore,Karnataka,India,CONSUMER,16548,5/2/2012,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,7/2/2012
51.14,0.08,28,-81.96,4.08,0.53,NANCY LOMONACO,Mysore,Karnataka,India,HOME OFFICE,16613,24/12/2010,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,26/12/2010
1737.06,0.02,42,339.17,9.2,0.65,DAN LAWERA,Mysore,Karnataka,India,CORPORATE,16771,28/9/2009,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,30/9/2009
4865.72,0.03,24,1951.3,15.59,0.36,THOMAS SEIO,Mumbai,Maharashtra,India,HOME OFFICE,24294,2/8/2009,NOT SPECIFIED,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK,3/8/2009
2430.34,0.08,46,752.87,13.88,0.36,ED LUDWIG,Mysore,Karnataka,India,CONSUMER,16804,10/3/2012,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR,12/3/2012
218.6,0.05,36,-46.43,4.96,0.36,ED LUDWIG,Mysore,Karnataka,India,CONSUMER,16804,10/3/2012,HIGH,OFFICE SUPPLIES,PAPER,EXPRESS AIR,11/3/2012
1401.75,0.02,31,426.44,4.62,0.56,TAMARA DAHLEN,Mysore,Karnataka,India,CORPORATE,17024,13/10/2009,MEDIUM,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR,15/10/2009
80.53,0.01,28,10.01,0.7,0.56,IVAN LISTON,Mysore,Karnataka,India,CONSUMER,17061,30/10/2012,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,1/11/2012
236.45,0.06,32,-259.02,9.69,0.83,DAVE HALLSTEN,Mysore,Karnataka,India,HOME OFFICE,17152,12/3/2012,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,13/3/2012
2951.97,0.09,4,-1890.33,16.06,0.56,BILL STEWART,Mysore,Karnataka,India,CORPORATE,17187,23/9/2012,HIGH,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK,25/9/2012
2283.22,0.03,48,1006.72,5.97,0.38,IVAN LISTON,Mysore,Karnataka,India,CONSUMER,17252,29/4/2011,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR,30/4/2011
11365.616,0.08,49,229.22,54.12,0.76,IVAN LISTON,Mysore,Karnataka,India,CONSUMER,17252,29/4/2011,NOT SPECIFIED,FURNITURE,TABLES,DELIVERY TRUCK,1/5/2011
4610.2895,0,41,1432.86,2.5,0.6,NANCY LOMONACO,Mysore,Karnataka,India,HOME OFFICE,17312,20/5/2011,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,21/5/2011
258.54,0.05,37,-116.37,7.3,0.37,NANCY LOMONACO,Mysore,Karnataka,India,HOME OFFICE,17312,20/5/2011,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR,21/5/2011
110.38,0.05,39,-4.86,1.2,0.58,ERIN CREIGHTON,Mysore,Karnataka,India,CORPORATE,17377,28/10/2011,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,30/10/2011
1003.31,0.01,23,51.9,14.45,0.57,BRYAN MILLS,Mumbai,Maharashtra,India,SMALL BUSINESS,24387,10/8/2011,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,11/8/2011
489.07,0.08,5,-197.88,42,0.66,ALAN HWANG,Mysore,Karnataka,India,CORPORATE,17634,21/7/2012,HIGH,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK,21/7/2012
848.92,0.04,49,296.06,1.99,0.45,ERIN CREIGHTON,Mysore,Karnataka,India,CORPORATE,17668,25/11/2009,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,27/11/2009
6930.97,0.05,24,2574.12,13.99,0.39,ERIN CREIGHTON,Mysore,Karnataka,India,CORPORATE,17668,25/11/2009,MEDIUM,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR,26/11/2009
2219.7325,0.04,13,-69.78,5,0.59,ERIN CREIGHTON,Mysore,Karnataka,India,CORPORATE,17668,25/11/2009,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,26/11/2009
311.65,0.03,45,-71.25,5.48,0.37,ED LUDWIG,Mysore,Karnataka,India,CONSUMER,17735,12/7/2012,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,17/7/2012
101.19,0.06,28,32.47,0.71,0.39,ED LUDWIG,Mysore,Karnataka,India,CONSUMER,17735,12/7/2012,LOW,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR,17/7/2012
981.9,0.06,26,11.38,12.9,0.57,LARRY HUGHES,Mysore,Karnataka,India,HOME OFFICE,17825,13/1/2010,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,16/1/2010
1567.51,0.01,40,711.74,5.08,0.38,KELLY LAMPKIN,Mysore,Karnataka,India,CORPORATE,17956,5/8/2010,CRITICAL,OFFICE SUPPLIES,PAPER,EXPRESS AIR,8/8/2010
1914.65,0.01,17,73.45,8.64,0.78,KELLY LAMPKIN,Mysore,Karnataka,India,CORPORATE,17956,5/8/2010,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,6/8/2010
87.31,0.05,43,-15.09,1.49,0.36,GEORGE ASHBROOK,Mysore,Karnataka,India,SMALL BUSINESS,17986,5/4/2012,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,7/4/2012
83.31,0.06,13,22.8,1.34,0.36,HENRY MACALLISTER,Mysore,Karnataka,India,SMALL BUSINESS,18112,16/3/2012,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR,17/3/2012
6048.18,0.04,17,1418.36,60,NA,BRYAN MILLS,Mumbai,Maharashtra,India,SMALL BUSINESS,24387,10/8/2011,CRITICAL,FURNITURE,TABLES,DELIVERY TRUCK,10/8/2011
235.09,0.08,43,-1987.49,49,0.6,NARESJ PATEL,Mysore,Karnataka,India,SMALL BUSINESS,18178,2/11/2009,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR,2/11/2009
187.46,0,10,49.85,8.99,0.47,NARESJ PATEL,Mysore,Karnataka,India,SMALL BUSINESS,18178,2/11/2009,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,9/11/2009
4598.73,0.04,45,1049.45,19.99,0.5,ANNA HABERLIN,Mysore,Karnataka,India,CORPORATE,18182,10/4/2011,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,12/4/2011
2673.08,0.01,45,-1363.12,52.2,0.72,ANNA HABERLIN,Mysore,Karnataka,India,CORPORATE,18182,10/4/2011,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,11/4/2011
396.69,0.09,12,-18.45,8.74,0.61,ANNA HABERLIN,Mysore,Karnataka,India,CORPORATE,18182,10/4/2011,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,12/4/2011
610.65,0.09,30,60.27,8.83,0.37,GEORGE ASHBROOK,Mysore,Karnataka,India,CONSUMER,18405,7/1/2009,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR,9/1/2009
158.04,0.03,2,-263.09,14.52,0.65,GEORGE ASHBROOK,Mysore,Karnataka,India,CONSUMER,18405,7/1/2009,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,10/1/2009
1298.81,0.04,50,-250.55,14.36,0.6,JEREMY ELLISON,Mysore,Karnataka,India,SMALL BUSINESS,18531,29/10/2012,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK,31/10/2012
442.57,0.01,27,-60.73,8.78,0.57,LARRY HUGHES,Mysore,Karnataka,India,HOME OFFICE,18533,6/11/2009,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,7/11/2009
53.737,0.05,5,-28.44,5.03,0.6,LARRY HUGHES,Mysore,Karnataka,India,HOME OFFICE,18533,6/11/2009,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,8/11/2009
3051.27,0.1,41,121.48,33.6,0.37,EUGENE BARCHAS,Mumbai,Maharashtra,India,HOME OFFICE,24515,6/5/2010,CRITICAL,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK,8/5/2010
1207.08,0.05,12,-351.3,58.2,0.58,ERIN CREIGHTON,Mysore,Karnataka,India,CORPORATE,18661,8/9/2012,LOW,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK,12/9/2012
2618.112,0.04,11,-139.27,61.76,0.78,ERIN CREIGHTON,Mysore,Karnataka,India,CORPORATE,18661,8/9/2012,LOW,FURNITURE,TABLES,DELIVERY TRUCK,10/9/2012
52.0965,0,1,-232.8,2.5,0.83,JONATHAN HOWELL,Mysore,Karnataka,India,CONSUMER,18723,12/8/2009,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,14/8/2009
3945.95,0.03,31,1031.32,12.65,NA,ERIN CREIGHTON,Mysore,Karnataka,India,CORPORATE,18753,31/7/2009,MEDIUM,FURNITURE,CHAIRS & CHAIRMATS,REGULAR AIR,2/8/2009
5394.4,0.01,33,788.79,30,0.62,ERIN CREIGHTON,Mysore,Karnataka,India,CORPORATE,18753,31/7/2009,MEDIUM,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK,2/8/2009
233.92,0.1,27,-80.75,8.54,0.43,LINDA CAZAMIAS,Mysore,Karnataka,India,CORPORATE,19204,18/9/2009,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,19/9/2009
1642.05,0.03,28,829.73,4.86,0.36,LINDA CAZAMIAS,Mysore,Karnataka,India,CORPORATE,19204,18/9/2009,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR,20/9/2009
279.327,0.05,16,75.21,0.99,0.37,DARREN POWERS,Mysore,Karnataka,India,CORPORATE,19394,25/12/2012,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,26/12/2012
539.206,0.05,5,-452.39,8.8,0.59,DARREN POWERS,Mysore,Karnataka,India,CORPORATE,19394,25/12/2012,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,28/12/2012
125.46,0.07,34,-129.63,5.47,0.37,EDWARD NAZZAL,Mysore,Karnataka,India,HOME OFFICE,19653,11/9/2012,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,11/9/2012
9633.59,0.06,47,176.67,64.2,0.59,SYLVIA FOULSTON,Mumbai,Maharashtra,India,CORPORATE,24743,28/6/2012,LOW,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK,5/7/2012
47.99,0.06,33,3.86,0.7,0.37,GEORGE ASHBROOK,Mysore,Karnataka,India,CONSUMER,19687,13/8/2010,MEDIUM,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR,14/8/2010
829.617,0.1,23,25.53,4.99,0.57,GEORGE ASHBROOK,Mysore,Karnataka,India,CONSUMER,19687,13/8/2010,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,15/8/2010
616.1055,0.03,5,-458.74,4.2,0.59,NAT CARROLL,Mysore,Karnataka,India,HOME OFFICE,19716,29/9/2009,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,6/10/2009
33.21,0.06,18,-0.85,0.75,0.52,ERIN ASHBROOK,Mysore,Karnataka,India,CONSUMER,19782,18/10/2012,LOW,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR,22/10/2012
583.56,0.02,26,-94.59,6.5,0.78,JAMES LANIER,Mysore,Karnataka,India,CORPORATE,20134,12/3/2011,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,16/3/2011
281.47,0.1,47,-190.57,7.37,0.37,JAMES LANIER,Mysore,Karnataka,India,CORPORATE,20134,12/3/2011,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR,19/3/2011
539.06,0.05,42,-123.07,4.59,0.82,ANNA HABERLIN,Mysore,Karnataka,India,CORPORATE,20259,24/5/2011,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,25/5/2011
751.52,0.09,25,67.11,12.62,0.37,DUANE HUFFMAN,Mysore,Karnataka,India,SMALL BUSINESS,20261,20/5/2009,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR,20/5/2009
220.48,0.04,36,81.91,1.02,0.39,DUANE HUFFMAN,Mysore,Karnataka,India,SMALL BUSINESS,20261,20/5/2009,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR,23/5/2009
1259.4535,0.02,21,168.24,8.99,0.56,DUANE HUFFMAN,Mysore,Karnataka,India,SMALL BUSINESS,20261,20/5/2009,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,21/5/2009
3758.77,0,26,753.61,24.49,0.57,SYLVIA FOULSTON,Mumbai,Maharashtra,India,CORPORATE,24743,28/6/2012,LOW,FURNITURE,CHAIRS & CHAIRMATS,REGULAR AIR,3/7/2012
450.39,0.07,23,152.79,6.15,0.44,MAGDELENE MORSE,Mysore,Karnataka,India,HOME OFFICE,20453,10/3/2011,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,12/3/2011
1193.1195,0.08,17,137.59,0.99,0.55,MAGDELENE MORSE,Mysore,Karnataka,India,HOME OFFICE,20453,10/3/2011,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,12/3/2011
3596.36,0,47,326.25,12.14,0.67,ARTHUR WIEDIGER,Mysore,Karnataka,India,CORPORATE,20614,18/5/2009,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR,20/5/2009
16.6,0.1,4,-2.06,0.99,0.39,GARY MITCHUM,Mysore,Karnataka,India,CONSUMER,20709,11/8/2009,HIGH,OFFICE SUPPLIES,LABELS,REGULAR AIR,11/8/2009
25.1,0.04,5,2.98,0.49,0.39,GARY MITCHUM,Mysore,Karnataka,India,CONSUMER,20709,11/8/2009,HIGH,OFFICE SUPPLIES,LABELS,REGULAR AIR,13/8/2009
553.02,0.1,38,-49.38,6.5,0.48,GEORGE ASHBROOK,Mysore,Karnataka,India,SMALL BUSINESS,21025,11/9/2010,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,13/9/2010
437.86,0.04,38,-4.17,6.97,0.35,GARY MITCHUM,Mysore,Karnataka,India,CONSUMER,21028,7/6/2012,CRITICAL,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR,9/6/2012
155.17,0.08,17,2.12,4.39,0.38,MATT HAGELSTEIN,Mysore,Karnataka,India,HOME OFFICE,21125,26/2/2011,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR,27/2/2011
145.93,0,27,-113.32,7.44,0.36,ANDY REITER,Mysore,Karnataka,India,CORPORATE,21382,12/1/2012,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR,15/1/2012
2478.88,0.02,6,593.59,19.99,0.38,MAGDELENE MORSE,Mysore,Karnataka,India,HOME OFFICE,21604,1/4/2012,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR,3/4/2012
143.78,0.04,6,75.3,8.99,0.44,CARL LUDWIG,Mumbai,Maharashtra,India,CORPORATE,24871,23/3/2011,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,24/3/2011
3351.55,0.04,37,-1036.92,56.2,0.74,DAVE HALLSTEN,Mysore,Karnataka,India,HOME OFFICE,21824,7/2/2011,LOW,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR,14/2/2011
532.11,0.01,30,59.47,8.13,0.38,GARY ZANDUSKY,Mysore,Karnataka,India,HOME OFFICE,21893,24/10/2011,CRITICAL,OFFICE SUPPLIES,ENVELOPES,EXPRESS AIR,25/10/2011
216.79,0.07,32,57.55,2.83,0.37,CANDACE MCMAHON,Mysore,Karnataka,India,CORPORATE,22054,29/7/2010,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,31/7/2010
258.13,0.03,41,84.1,1.82,0.35,ALAN HWANG,Mysore,Karnataka,India,CORPORATE,22181,7/10/2011,LOW,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR,16/10/2011
5382.24,0.1,37,14.85,4,0.79,EDWARD NAZZAL,Mysore,Karnataka,India,HOME OFFICE,22272,6/5/2012,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,8/5/2012
1035.95,0.08,30,342.41,1.99,0.43,EDWARD NAZZAL,Mysore,Karnataka,India,HOME OFFICE,22272,6/5/2012,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,8/5/2012
233.03,0.05,26,-86.34,8.29,0.38,CANDACE MCMAHON,Mysore,Karnataka,India,CORPORATE,22373,28/3/2012,HIGH,OFFICE SUPPLIES,ENVELOPES,EXPRESS AIR,29/3/2012
