Ship_id,Prod_id,Ord_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Customer_Name,City,State,Country,Customer_Segment,Order_ID.x,Order_Date,Order_Priority,Product_Category,Product_Sub_Category,Order_ID.y,Ship_Mode,Ship_Date
SHP_2508,Prod_1,Ord_1815,Cust_623,498.28,0.01,37,10.18,4.51,0.59,HAROLD DAHLEN,Patna,Bihar,India,CORPORATE,22020,17-05-2010,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,22020,REGULAR AIR,18-05-2010
SHP_2509,Prod_13,Ord_1816,Cust_617,191.13,0.07,47,38.11,1.2,0.44,BOBBY TRAFTON,Patna,Bihar,India,SMALL BUSINESS,22149,23-09-2011,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,22149,REGULAR AIR,25-09-2011
SHP_251,Prod_10,Ord_186,Cust_63,8380.22,0,48,813.83,35.02,0.72,GRANT CARROLL,Mumbai,Maharashtra,India,SMALL BUSINESS,29795,25-11-2011,HIGH,FURNITURE,BOOKCASES,29795,DELIVERY TRUCK,26-11-2011
SHP_2510,Prod_9,Ord_1817,Cust_624,168.95,0.1,18,-15.9,5.76,0.35,JAY FINE,Patna,Bihar,India,CONSUMER,23078,15-09-2011,MEDIUM,OFFICE SUPPLIES,ENVELOPES,23078,REGULAR AIR,15-09-2011
SHP_2511,Prod_17,Ord_1818,Cust_621,1043.12,0.06,7,-52.5,13.99,0.38,NORA PAIGE,Patna,Bihar,India,SMALL BUSINESS,23619,21-12-2012,MEDIUM,TECHNOLOGY,OFFICE MACHINES,23619,REGULAR AIR,22-12-2012
SHP_2512,Prod_13,Ord_1819,Cust_625,87.44,0.06,49,1.33,0.7,0.56,DAN CAMPBELL,Patna,Bihar,India,CORPORATE,24003,31-10-2009,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,24003,REGULAR AIR,02-11-2009
SHP_2513,Prod_1,Ord_1819,Cust_625,1318.49,0.02,50,4.69,8.79,0.66,DAN CAMPBELL,Patna,Bihar,India,CORPORATE,24003,31-10-2009,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,24003,REGULAR AIR,01-11-2009
SHP_2514,Prod_6,Ord_1820,Cust_626,1666,0.08,32,742.96,4.85,0.37,GEORGE ZREBASSA,Patna,Bihar,India,HOME OFFICE,25442,05-01-2012,HIGH,OFFICE SUPPLIES,PAPER,25442,REGULAR AIR,07-01-2012
SHP_2514,Prod_6,Ord_1820,Cust_665,453.98,0.02,40,67.6,5.01,0.36,GEORGE ZREBASSA,Delhi,Delhi,India,HOME OFFICE,25442,05-01-2012,HIGH,OFFICE SUPPLIES,PAPER,25442,REGULAR AIR,07-01-2012
SHP_2515,Prod_13,Ord_1821,Cust_619,945.9,0.08,43,105.7,5.53,0.59,RICK DUSTON,Patna,Bihar,India,CORPORATE,25927,22-04-2009,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,25927,REGULAR AIR,24-04-2009
SHP_2516,Prod_13,Ord_1822,Cust_627,71.32,0.08,42,-4.9,1,0.4,ELENI MCCRARY,Patna,Bihar,India,CORPORATE,26243,16-07-2011,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,26243,REGULAR AIR,20-07-2011
SHP_2517,Prod_3,Ord_1823,Cust_628,750.86,0,33,302.12,2.99,0.36,FRANK ATKINSON,Patna,Bihar,India,CORPORATE,28515,30-06-2010,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,28515,REGULAR AIR,01-07-2010
SHP_2518,Prod_3,Ord_1824,Cust_629,215.31,0.09,14,-51.75,10.91,0.36,ASTREA JONES,Patna,Bihar,India,CORPORATE,29667,24-07-2009,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,29667,REGULAR AIR,25-07-2009
SHP_2519,Prod_1,Ord_1825,Cust_630,157.33,0.1,14,-76.34,8.6,0.57,GIULIETTA DORTCH,Patna,Bihar,India,CONSUMER,30023,15-10-2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,30023,REGULAR AIR,24-10-2010
SHP_252,Prod_12,Ord_187,Cust_70,35.17,0.03,11,5.58,0.99,0.37,BRAD EASON,Mumbai,Maharashtra,India,SMALL BUSINESS,29861,25-04-2012,CRITICAL,OFFICE SUPPLIES,LABELS,29861,REGULAR AIR,26-04-2012
SHP_2520,Prod_6,Ord_1826,Cust_631,125.84,0.1,20,18.42,2,0.39,CATHY HWANG,Patna,Bihar,India,HOME OFFICE,30215,26-02-2009,MEDIUM,OFFICE SUPPLIES,PAPER,30215,REGULAR AIR,27-02-2009
SHP_2521,Prod_6,Ord_1827,Cust_632,114.55,0.05,11,28.61,2.06,0.39,DAMALA KOTSONIS,Patna,Bihar,India,CORPORATE,31845,22-10-2012,LOW,OFFICE SUPPLIES,PAPER,31845,REGULAR AIR,29-10-2012
SHP_2522,Prod_10,Ord_1828,Cust_618,1386.65,0.09,14,-193.58,35.84,0.62,DAVID FLASHING,Patna,Bihar,India,HOME OFFICE,32999,14-04-2009,LOW,FURNITURE,BOOKCASES,32999,DELIVERY TRUCK,19-04-2009
SHP_2523,Prod_13,Ord_1829,Cust_633,136.72,0.09,35,5.91,1.23,0.55,DIANNA ARNETT,Patna,Bihar,India,HOME OFFICE,35777,08-09-2010,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,35777,REGULAR AIR,10-09-2010
SHP_2524,Prod_1,Ord_1830,Cust_634,29.65,0.05,1,-16.54,7.69,0.57,FRED MCMATH,Patna,Bihar,India,SMALL BUSINESS,36005,17-09-2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,36005,EXPRESS AIR,21-09-2010
SHP_2525,Prod_5,Ord_1831,Cust_635,62.03,0.09,6,17.31,6.02,0.48,CHRISTY BRITTAIN,Patna,Bihar,India,CONSUMER,36196,06-08-2011,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,36196,REGULAR AIR,07-08-2011
SHP_2526,Prod_8,Ord_1832,Cust_636,57.03,0,7,-31.38,3.52,0.68,TOM PRESCOTT,Patna,Bihar,India,SMALL BUSINESS,36230,10-06-2009,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,36230,REGULAR AIR,10-06-2009
SHP_2527,Prod_3,Ord_1833,Cust_637,611.16,0.04,46,100.22,4.98,0.4,YANA SORENSEN,Patna,Bihar,India,CORPORATE,36294,20-08-2012,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,36294,REGULAR AIR,22-08-2012
SHP_2528,Prod_8,Ord_1834,Cust_1598,999.89,0.02,10,-119.92,19.99,0.52,HAROLD DAHLEN,Chennai,Tamil Nadu,India,CONSUMER,36737,15-03-2010,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,36737,REGULAR AIR,16-03-2010
SHP_2528,Prod_4,Ord_1834,Cust_638,1462.1615,0.03,26,215.43,5.99,0.58,HAROLD DAHLEN,Patna,Bihar,India,CONSUMER,36737,15-03-2010,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,36737,REGULAR AIR,16-03-2010
SHP_2528,Prod_13,Ord_1834,Cust_1598,35.69,0.04,10,-31.24,4.2,0.56,HAROLD DAHLEN,Chennai,Tamil Nadu,India,CONSUMER,36737,15-03-2010,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,36737,REGULAR AIR,16-03-2010
SHP_2529,Prod_7,Ord_1835,Cust_639,130.25,0.05,45,0.89,1.58,0.39,BRAD THOMAS,Patna,Bihar,India,CORPORATE,37287,01-11-2012,LOW,OFFICE SUPPLIES,RUBBER BANDS,37287,REGULAR AIR,06-11-2012
SHP_253,Prod_14,Ord_188,Cust_97,17387.65,0.08,35,6907.61,24.49,0.36,CHARLES MCCROSSIN,Mumbai,Maharashtra,India,CORPORATE,30658,26-03-2011,MEDIUM,TECHNOLOGY,COPIERS AND FAX,30658,REGULAR AIR,27-03-2011
SHP_2530,Prod_8,Ord_1836,Cust_640,453.87,0.08,30,76.59,4,0.37,CYNTHIA VOLTZ,Patna,Bihar,India,CORPORATE,37831,26-07-2012,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,37831,REGULAR AIR,28-07-2012
SHP_2531,Prod_6,Ord_1837,Cust_641,310.99,0.07,33,106.45,2.03,0.37,DEAN PERCER,Patna,Bihar,India,CONSUMER,38372,15-05-2010,HIGH,OFFICE SUPPLIES,PAPER,38372,REGULAR AIR,16-05-2010
SHP_2532,Prod_4,Ord_1838,Cust_642,1514.9635,0.02,26,310.19,4.99,0.57,BEN PETERMAN,Patna,Bihar,India,CORPORATE,38912,28-10-2012,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,38912,REGULAR AIR,04-11-2012
SHP_2533,Prod_7,Ord_1839,Cust_629,19.36,0.04,7,-1,0.7,0.83,ASTREA JONES,Patna,Bihar,India,CORPORATE,39040,21-05-2009,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,39040,EXPRESS AIR,22-05-2009
SHP_2534,Prod_6,Ord_1840,Cust_643,155.73,0.03,21,42.86,1.71,0.4,TRACY PODDAR,Patna,Bihar,India,CORPORATE,40896,02-09-2011,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,40896,EXPRESS AIR,03-09-2011
SHP_2535,Prod_3,Ord_1841,Cust_644,793.04,0.1,42,323.08,1.49,0.35,MICHAEL PAIGE,Patna,Bihar,India,SMALL BUSINESS,40994,09-10-2012,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,40994,REGULAR AIR,11-10-2012
SHP_2536,Prod_3,Ord_1842,Cust_611,4115.74,0.1,36,1719.47,9.07,0.35,BARRY FRANZ,Patna,Bihar,India,CORPORATE,41607,19-12-2009,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,41607,REGULAR AIR,21-12-2009
SHP_2537,Prod_4,Ord_1843,Cust_645,596.156,0.1,26,-97.92,8.59,0.56,COREY ROPER,Patna,Bihar,India,SMALL BUSINESS,41666,03-03-2012,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,41666,EXPRESS AIR,04-03-2012
SHP_2538,Prod_3,Ord_1844,Cust_1621,36.46,0.1,4,-7.41,2.99,0.39,MAUREEN GASTINEAU,Chennai,Tamil Nadu,India,CONSUMER,42306,14-09-2012,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,42306,REGULAR AIR,16-09-2012
SHP_2538,Prod_13,Ord_1844,Cust_646,47.4,0.03,18,-63.03,5.2,0.41,MAUREEN GASTINEAU,Patna,Bihar,India,CONSUMER,42306,14-09-2012,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,42306,REGULAR AIR,16-09-2012
SHP_2538,Prod_2,Ord_1844,Cust_722,773.83,0.06,19,146.79,5.33,0.57,MAUREEN GASTINEAU,Delhi,Delhi,India,CONSUMER,42306,14-09-2012,HIGH,OFFICE SUPPLIES,APPLIANCES,42306,REGULAR AIR,16-09-2012
SHP_2539,Prod_3,Ord_1845,Cust_647,934.87,0.09,31,98.69,12.62,0.37,MUHAMMED YEDWAB,Patna,Bihar,India,CONSUMER,42469,08-11-2012,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,42469,REGULAR AIR,09-11-2012
SHP_2539,Prod_3,Ord_1845,Cust_771,2130.82,0.05,18,818.92,9.07,0.35,MUHAMMED YEDWAB,Delhi,Delhi,India,CONSUMER,42469,08-11-2012,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,42469,REGULAR AIR,09-11-2012
SHP_254,Prod_1,Ord_188,Cust_97,6040.22,0.05,44,-942.5,35,NA,CHARLES MCCROSSIN,Mumbai,Maharashtra,India,CORPORATE,30658,26-03-2011,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,30658,REGULAR AIR,28-03-2011
SHP_2540,Prod_6,Ord_1846,Cust_723,1356.45,0.02,37,47.65,19.99,0.38,ALEX GRAYSON,Delhi,Delhi,India,CONSUMER,42528,23-02-2010,MEDIUM,OFFICE SUPPLIES,PAPER,42528,REGULAR AIR,25-02-2010
SHP_2540,Prod_7,Ord_1846,Cust_648,161.28,0.01,46,56.73,0.76,0.39,ALEX GRAYSON,Patna,Bihar,India,CONSUMER,42528,23-02-2010,MEDIUM,OFFICE SUPPLIES,RUBBER BANDS,42528,REGULAR AIR,25-02-2010
SHP_2541,Prod_11,Ord_1847,Cust_647,12098.87,0.04,29,-969.05,42.52,0.71,MUHAMMED YEDWAB,Patna,Bihar,India,CONSUMER,42884,12-03-2010,NOT SPECIFIED,FURNITURE,TABLES,42884,DELIVERY TRUCK,12-03-2010
SHP_2542,Prod_13,Ord_1848,Cust_632,8.87,0.09,4,-5.14,1.63,0.46,DAMALA KOTSONIS,Patna,Bihar,India,CORPORATE,43302,23-08-2011,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,43302,REGULAR AIR,01-09-2011
SHP_2542,Prod_4,Ord_1848,Cust_674,720.613,0.07,43,329.68,0.99,0.37,DAMALA KOTSONIS,Delhi,Delhi,India,CORPORATE,43302,23-08-2011,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,43302,REGULAR AIR,01-09-2011
SHP_2543,Prod_3,Ord_1849,Cust_629,25.09,0.07,2,-17.6,8.94,0.4,ASTREA JONES,Patna,Bihar,India,CORPORATE,43460,11-06-2012,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,43460,REGULAR AIR,12-06-2012
SHP_2544,Prod_4,Ord_1850,Cust_649,714.391,0,12,-62.33,8.99,0.58,CHRIS CORTES,Patna,Bihar,India,CONSUMER,43972,16-03-2010,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,43972,REGULAR AIR,18-03-2010
SHP_2545,Prod_9,Ord_1851,Cust_650,502.8,0,15,-19.1,19.51,0.36,DAN CAMPBELL,Patna,Bihar,India,SMALL BUSINESS,44000,04-10-2012,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,44000,REGULAR AIR,04-10-2012
SHP_2545,Prod_6,Ord_1851,Cust_768,85.03,0.05,18,-75.31,6.72,0.4,DAN CAMPBELL,Delhi,Delhi,India,SMALL BUSINESS,44000,04-10-2012,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,44000,REGULAR AIR,04-10-2012
SHP_2545,Prod_3,Ord_1851,Cust_1630,119.51,0.06,17,-51.3,6.05,0.39,DAN CAMPBELL,Chennai,Tamil Nadu,India,SMALL BUSINESS,44000,04-10-2012,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,44000,REGULAR AIR,04-10-2012
SHP_2546,Prod_3,Ord_1852,Cust_893,11169.95,0.07,13,3982.22,19.99,0.38,RICK DUSTON,Pune,Maharashtra,India,CORPORATE,46177,05-12-2010,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,46177,REGULAR AIR,05-12-2010
SHP_2546,Prod_5,Ord_1852,Cust_619,468.46,0.01,33,-292.7,14.37,0.73,RICK DUSTON,Patna,Bihar,India,CORPORATE,46177,05-12-2010,LOW,FURNITURE,OFFICE FURNISHINGS,46177,REGULAR AIR,05-12-2010
SHP_2547,Prod_10,Ord_1853,Cust_645,2357.45,0.02,23,-108.8,35.84,0.62,COREY ROPER,Patna,Bihar,India,SMALL BUSINESS,48226,06-01-2009,LOW,FURNITURE,BOOKCASES,48226,DELIVERY TRUCK,06-01-2009
SHP_2548,Prod_16,Ord_1854,Cust_727,182.47,0.05,17,-3.18,3.37,0.57,AMY COX,Delhi,Delhi,India,SMALL BUSINESS,48455,02-06-2009,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",48455,REGULAR AIR,03-06-2009
SHP_2548,Prod_6,Ord_1854,Cust_622,817.53,0.03,34,76.63,11.54,0.39,AMY COX,Patna,Bihar,India,SMALL BUSINESS,48455,02-06-2009,CRITICAL,OFFICE SUPPLIES,PAPER,48455,REGULAR AIR,03-06-2009
SHP_2548,Prod_17,Ord_1854,Cust_564,25.96,0.06,2,-29.29,6.24,0.36,AMY COX,Mysore,Karnataka,India,SMALL BUSINESS,48455,02-06-2009,CRITICAL,TECHNOLOGY,OFFICE MACHINES,48455,REGULAR AIR,03-06-2009
SHP_2549,Prod_6,Ord_1855,Cust_651,55.43,0.01,1,-48.91,19.99,0.38,SARA LUXEMBURG,Patna,Bihar,India,SMALL BUSINESS,48929,22-10-2009,HIGH,OFFICE SUPPLIES,PAPER,48929,REGULAR AIR,23-10-2009
SHP_255,Prod_12,Ord_189,Cust_97,345.2,0.01,45,183.53,0.49,0.38,CHARLES MCCROSSIN,Mumbai,Maharashtra,India,CORPORATE,30947,14-07-2010,LOW,OFFICE SUPPLIES,LABELS,30947,REGULAR AIR,18-07-2010
SHP_255,Prod_3,Ord_189,Cust_97,691.59,0.03,17,261.24,2.99,0.35,CHARLES MCCROSSIN,Mumbai,Maharashtra,India,CORPORATE,30947,14-07-2010,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,30947,REGULAR AIR,18-07-2010
SHP_2550,Prod_1,Ord_1856,Cust_635,1086.39,0.03,6,-311.23,35,0.85,CHRISTY BRITTAIN,Patna,Bihar,India,CONSUMER,48994,22-10-2010,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,48994,REGULAR AIR,24-10-2010
SHP_2551,Prod_4,Ord_1857,Cust_652,61.098,0.02,1,-257.72,5.92,0.55,ERIC MURDOCK,Patna,Bihar,India,HOME OFFICE,51111,09-02-2012,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,51111,REGULAR AIR,11-02-2012
SHP_2552,Prod_4,Ord_1858,Cust_653,4373.8535,0.04,42,963.68,7.69,0.59,PAUL KNUTSON,Patna,Bihar,India,CORPORATE,55425,01-11-2011,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,55425,EXPRESS AIR,02-11-2011
SHP_2553,Prod_5,Ord_1859,Cust_640,2860.19,0.04,28,458.4,10.12,0.79,CYNTHIA VOLTZ,Patna,Bihar,India,CORPORATE,55815,13-01-2011,HIGH,FURNITURE,OFFICE FURNISHINGS,55815,EXPRESS AIR,14-01-2011
SHP_2554,Prod_8,Ord_1860,Cust_654,2925.78,0.03,29,1041.29,7.18,0.4,JANET MARTIN,Patna,Bihar,India,CORPORATE,55940,29-04-2009,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,55940,REGULAR AIR,30-04-2009
SHP_2555,Prod_15,Ord_1861,Cust_655,142.24,0.08,1,-62.19,42,0.61,NICOLE BRENNAN,Patna,Bihar,India,CONSUMER,56166,04-08-2010,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,56166,DELIVERY TRUCK,05-08-2010
SHP_2556,Prod_16,Ord_1862,Cust_635,100.08,0.08,49,-85.58,2.56,0.55,CHRISTY BRITTAIN,Patna,Bihar,India,CONSUMER,57638,22-04-2012,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",57638,REGULAR AIR,24-04-2012
SHP_2556,Prod_6,Ord_1862,Cust_635,570.43,0.07,49,78.89,5.43,0.36,CHRISTY BRITTAIN,Patna,Bihar,India,CONSUMER,57638,22-04-2012,LOW,OFFICE SUPPLIES,PAPER,57638,REGULAR AIR,24-04-2012
SHP_2557,Prod_6,Ord_1863,Cust_656,803.04,0.08,15,282.32,6.79,0.37,JENNIFER PATT,Patna,Bihar,India,HOME OFFICE,57890,26-02-2009,CRITICAL,OFFICE SUPPLIES,PAPER,57890,REGULAR AIR,28-02-2009
SHP_2558,Prod_3,Ord_1864,Cust_657,88.61,0.01,19,21.47,1.49,0.38,ELPIDA RITTENBACH,Delhi,Delhi,India,CONSUMER,2244,08-01-2010,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,2244,EXPRESS AIR,10-01-2010
SHP_2559,Prod_6,Ord_1865,Cust_658,336.06,0.01,50,-240.78,8.88,0.37,DAVID WIENER,Delhi,Delhi,India,CONSUMER,3104,15-09-2010,MEDIUM,OFFICE SUPPLIES,PAPER,3104,REGULAR AIR,17-09-2010
SHP_256,Prod_4,Ord_190,Cust_85,1955.0765,0.06,36,470.83,3.9,0.55,BRYAN MILLS,Mumbai,Maharashtra,India,SMALL BUSINESS,31077,23-10-2010,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,31077,REGULAR AIR,25-10-2010
SHP_2560,Prod_13,Ord_1865,Cust_658,380.38,0.06,24,7.29,5.45,0.55,DAVID WIENER,Delhi,Delhi,India,CONSUMER,3104,15-09-2010,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,3104,EXPRESS AIR,15-09-2010
SHP_2561,Prod_9,Ord_1866,Cust_657,477.53,0.09,50,197.76,1.39,0.39,ELPIDA RITTENBACH,Delhi,Delhi,India,CONSUMER,6179,02-06-2009,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,6179,REGULAR AIR,03-06-2009
SHP_2562,Prod_4,Ord_1866,Cust_657,2690.7515,0,15,234.61,8.08,0.59,ELPIDA RITTENBACH,Delhi,Delhi,India,CONSUMER,6179,02-06-2009,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,6179,REGULAR AIR,04-06-2009
SHP_2563,Prod_17,Ord_1867,Cust_658,315.28,0.08,3,-261.55,19.99,0.52,DAVID WIENER,Delhi,Delhi,India,CONSUMER,11747,25-02-2010,MEDIUM,TECHNOLOGY,OFFICE MACHINES,11747,REGULAR AIR,25-02-2010
SHP_2564,Prod_3,Ord_1868,Cust_658,796.14,0.03,19,320.07,2.99,0.35,DAVID WIENER,Delhi,Delhi,India,CONSUMER,11877,23-05-2010,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,11877,REGULAR AIR,24-05-2010
SHP_2565,Prod_6,Ord_1868,Cust_658,142.96,0.09,31,33.59,1.52,0.36,DAVID WIENER,Delhi,Delhi,India,CONSUMER,11877,23-05-2010,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,11877,REGULAR AIR,25-05-2010
SHP_2566,Prod_15,Ord_1869,Cust_657,2389.3,0.01,18,589.38,12.65,NA,ELPIDA RITTENBACH,Delhi,Delhi,India,CONSUMER,15271,25-07-2010,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,15271,REGULAR AIR,25-07-2010
SHP_2566,Prod_4,Ord_1869,Cust_657,222.258,0.03,7,-77.9,1.25,0.57,ELPIDA RITTENBACH,Delhi,Delhi,India,CONSUMER,15271,25-07-2010,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,15271,REGULAR AIR,25-07-2010
SHP_2567,Prod_2,Ord_1870,Cust_658,424,0.03,50,-19.77,3.5,0.58,DAVID WIENER,Delhi,Delhi,India,CONSUMER,22561,20-01-2011,CRITICAL,OFFICE SUPPLIES,APPLIANCES,22561,REGULAR AIR,22-01-2011
SHP_2567,Prod_5,Ord_1870,Cust_658,128.62,0.07,7,-27.78,8.99,0.47,DAVID WIENER,Delhi,Delhi,India,CONSUMER,22561,20-01-2011,CRITICAL,FURNITURE,OFFICE FURNISHINGS,22561,REGULAR AIR,22-01-2011
SHP_2568,Prod_8,Ord_1870,Cust_658,504.79,0.03,5,-245.09,19.99,0.5,DAVID WIENER,Delhi,Delhi,India,CONSUMER,22561,20-01-2011,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,22561,EXPRESS AIR,22-01-2011
SHP_2569,Prod_9,Ord_1871,Cust_657,740.2,0.05,9,239.94,5.01,0.38,ELPIDA RITTENBACH,Delhi,Delhi,India,CONSUMER,25860,02-01-2010,LOW,OFFICE SUPPLIES,ENVELOPES,25860,EXPRESS AIR,04-01-2010
SHP_257,Prod_6,Ord_191,Cust_72,217.93,0.03,27,-29.02,5.83,0.36,MONICA FEDERLE,Mumbai,Maharashtra,India,CORPORATE,31111,24-08-2009,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,31111,REGULAR AIR,26-08-2009
SHP_2570,Prod_4,Ord_1871,Cust_657,1288.7785,0.07,23,-185.89,19.99,0.59,ELPIDA RITTENBACH,Delhi,Delhi,India,CONSUMER,25860,02-01-2010,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,25860,REGULAR AIR,11-01-2010
SHP_2571,Prod_7,Ord_1872,Cust_659,43.57,0.1,35,-19.17,0.7,0.81,PETER MCVEE,Delhi,Delhi,India,SMALL BUSINESS,775,17-03-2011,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,775,REGULAR AIR,18-03-2011
SHP_2572,Prod_13,Ord_1872,Cust_659,31.87,0.1,8,-1.25,1.2,0.44,PETER MCVEE,Delhi,Delhi,India,SMALL BUSINESS,775,17-03-2011,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,775,REGULAR AIR,19-03-2011
SHP_2573,Prod_3,Ord_1873,Cust_660,1193.65,0.07,29,507.58,2.99,0.36,KAREN CARLISLE,Delhi,Delhi,India,HOME OFFICE,900,30-09-2009,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,900,REGULAR AIR,01-10-2009
SHP_2574,Prod_3,Ord_1874,Cust_822,315.02,0.02,50,95.16,1.49,0.39,STEFANIA PERRINO,Pune,Maharashtra,India,CORPORATE,964,19-05-2011,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,964,REGULAR AIR,21-05-2011
SHP_2574,Prod_13,Ord_1874,Cust_661,40.02,0.02,4,-1.28,1.09,0.43,STEFANIA PERRINO,Delhi,Delhi,India,CORPORATE,964,19-05-2011,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,964,REGULAR AIR,21-05-2011
SHP_2575,Prod_8,Ord_1875,Cust_662,1895.55,0.06,46,807.62,1.99,0.42,JAY FINE,Delhi,Delhi,India,CONSUMER,2722,08-04-2009,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,2722,REGULAR AIR,12-04-2009
SHP_2576,Prod_15,Ord_1876,Cust_663,316.61,0.1,1,-187.29,48.8,0.56,PAUL LUCAS,Delhi,Delhi,India,CORPORATE,3078,11-02-2010,HIGH,FURNITURE,CHAIRS & CHAIRMATS,3078,DELIVERY TRUCK,13-02-2010
SHP_2577,Prod_11,Ord_1877,Cust_664,5418.68,0.07,20,332.3,35.67,0.66,GEORGE ZREBASSA,Delhi,Delhi,India,SMALL BUSINESS,3456,31-05-2010,LOW,FURNITURE,TABLES,3456,DELIVERY TRUCK,04-06-2010
SHP_2578,Prod_3,Ord_1878,Cust_665,269.37,0.05,48,-103.55,5.01,0.39,GEORGE ZREBASSA,Delhi,Delhi,India,HOME OFFICE,3556,22-09-2012,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,3556,REGULAR AIR,25-09-2012
SHP_2579,Prod_17,Ord_1879,Cust_666,7338.79,0.03,39,4031.62,13.99,0.37,KARL BROWN,Delhi,Delhi,India,CORPORATE,3654,02-06-2012,LOW,TECHNOLOGY,OFFICE MACHINES,3654,REGULAR AIR,07-06-2012
SHP_2579,Prod_5,Ord_1879,Cust_1487,95.73,0,41,-151.15,5.33,0.43,KARL BROWN,Trivandrum,Kerala,India,CORPORATE,3654,02-06-2012,LOW,FURNITURE,OFFICE FURNISHINGS,3654,REGULAR AIR,07-06-2012
